Input,Target
"Wendy: ""Are those my mannequins?"" | David: ""Yeah""","Wendy: ""Well, where are they going?!"""
"Wendy: ""Are those my mannequins?"" | David: ""Yeah"" | Wendy: ""Well, where are they going?!""","David: ""Oh, I sold them on eBay."""
"David: ""Yeah"" | Wendy: ""Well, where are they going?!"" | David: ""Oh, I sold them on eBay.""","Wendy: ""Well, what do you mean?"""
"Wendy: ""Well, where are they going?!"" | David: ""Oh, I sold them on eBay."" | Wendy: ""Well, what do you mean?""","David: ""But don't worry, I'm using the money to buy other mannequins, ones that are a little less um... Uh, I also placed a few other orders. Little things to scatter around the store, to give the space a more directional feel."""
"David: ""Oh, I sold them on eBay."" | Wendy: ""Well, what do you mean?"" | David: ""But don't worry, I'm using the money to buy other mannequins, ones that are a little less um... Uh, I also placed a few other orders. Little things to scatter around the store, to give the space a more directional feel.""","Wendy: ""Oh David, I saw some cute little knick-knacks that I thought we could pair with the scarves. Where are the scarves?"""
"Wendy: ""Well, what do you mean?"" | David: ""But don't worry, I'm using the money to buy other mannequins, ones that are a little less um... Uh, I also placed a few other orders. Little things to scatter around the store, to give the space a more directional feel."" | Wendy: ""Oh David, I saw some cute little knick-knacks that I thought we could pair with the scarves. Where are the scarves?""","David: ""Oh, I sold those, too."""
"David: ""But don't worry, I'm using the money to buy other mannequins, ones that are a little less um... Uh, I also placed a few other orders. Little things to scatter around the store, to give the space a more directional feel."" | Wendy: ""Oh David, I saw some cute little knick-knacks that I thought we could pair with the scarves. Where are the scarves?"" | David: ""Oh, I sold those, too.""","Wendy: ""Oh. Well, things are happening very quickly. Now the candles, are they something that we would sell at a blouse store?"""
"Wendy: ""Oh David, I saw some cute little knick-knacks that I thought we could pair with the scarves. Where are the scarves?"" | David: ""Oh, I sold those, too."" | Wendy: ""Oh. Well, things are happening very quickly. Now the candles, are they something that we would sell at a blouse store?""","David: ""No, those are just decorative. Scent is a really important factor in defining a brand. Alexander Wang once fired my friend over the smell of his cologne."""
"David: ""Oh, I sold those, too."" | Wendy: ""Oh. Well, things are happening very quickly. Now the candles, are they something that we would sell at a blouse store?"" | David: ""No, those are just decorative. Scent is a really important factor in defining a brand. Alexander Wang once fired my friend over the smell of his cologne.""","David""To Alex's credit: "" """"Curve Pour Hommes"""" hasn't been the look since '97."""""
"Wendy: ""Oh. Well, things are happening very quickly. Now the candles, are they something that we would sell at a blouse store?"" | David: ""No, those are just decorative. Scent is a really important factor in defining a brand. Alexander Wang once fired my friend over the smell of his cologne."" | David""To Alex's credit: "" """"Curve Pour Hommes"""" hasn't been the look since '97.""""","Wendy: ""Well, the look and the smell here's very ""woody"", very funky. Now David, you don't have to sell all my things off. You can use the company credit card."""
"David: ""No, those are just decorative. Scent is a really important factor in defining a brand. Alexander Wang once fired my friend over the smell of his cologne."" | David""To Alex's credit: "" """"Curve Pour Hommes"""" hasn't been the look since '97."""" | Wendy: ""Well, the look and the smell here's very ""woody"", very funky. Now David, you don't have to sell all my things off. You can use the company credit card.""","David: ""Yeah, I used that, too."""
"David""To Alex's credit: "" """"Curve Pour Hommes"""" hasn't been the look since '97."""" | Wendy: ""Well, the look and the smell here's very ""woody"", very funky. Now David, you don't have to sell all my things off. You can use the company credit card."" | David: ""Yeah, I used that, too.""","Wendy: ""Oh well then, save all the receipts, because anything you buy for the store is a write off. The candles, and the jewelry stands... No, David! Jewelry stands!"""
"Moira: ""I have taken a moment out of my busy schedule, because this poor town is sliding into disarray. There is a filthy mattress just lying on the side of the road a few blocks from here!""","Ray: ""Oh no, that's dck Sinson's mattress, he's giving it away."""
"Moira: ""I have taken a moment out of my busy schedule, because this poor town is sliding into disarray. There is a filthy mattress just lying on the side of the road a few blocks from here!"" | Ray: ""Oh no, that's dck Sinson's mattress, he's giving it away.""","Moira: ""Ray, I have always seen you as a sensitive, cultured, man of the world. You have that striking accent."""
"Moira: ""I have taken a moment out of my busy schedule, because this poor town is sliding into disarray. There is a filthy mattress just lying on the side of the road a few blocks from here!"" | Ray: ""Oh no, that's dck Sinson's mattress, he's giving it away."" | Moira: ""Ray, I have always seen you as a sensitive, cultured, man of the world. You have that striking accent.""","Ray: ""Thank you"""
"Ray: ""Oh no, that's dck Sinson's mattress, he's giving it away."" | Moira: ""Ray, I have always seen you as a sensitive, cultured, man of the world. You have that striking accent."" | Ray: ""Thank you""","Moira: ""And I'm sure your family wanted more for you when they immigrated from..."""
"Moira: ""Ray, I have always seen you as a sensitive, cultured, man of the world. You have that striking accent."" | Ray: ""Thank you"" | Moira: ""And I'm sure your family wanted more for you when they immigrated from...""","Ray: ""Winnipeg"""
"Ray: ""Thank you"" | Moira: ""And I'm sure your family wanted more for you when they immigrated from..."" | Ray: ""Winnipeg""","Moira: ""We deserve more, don't we, ray? We deserve cleanliness, we deserve flower beds, we deserve better lives!"""
"Moira: ""And I'm sure your family wanted more for you when they immigrated from..."" | Ray: ""Winnipeg"" | Moira: ""We deserve more, don't we, ray? We deserve cleanliness, we deserve flower beds, we deserve better lives!""","Ray: ""You make some very good points Mrs. Rose. But can I ask why are you talking to me about this?"""
"Ray: ""Winnipeg"" | Moira: ""We deserve more, don't we, ray? We deserve cleanliness, we deserve flower beds, we deserve better lives!"" | Ray: ""You make some very good points Mrs. Rose. But can I ask why are you talking to me about this?""","Moira: ""I'm hoping to take my complaint to council, and I've been told you'd be the easiest one to crack."""
"Moira: ""We deserve more, don't we, ray? We deserve cleanliness, we deserve flower beds, we deserve better lives!"" | Ray: ""You make some very good points Mrs. Rose. But can I ask why are you talking to me about this?"" | Moira: ""I'm hoping to take my complaint to council, and I've been told you'd be the easiest one to crack.""","Ray: ""Too kind. And I'd be happy to help."""
"Ray: ""You make some very good points Mrs. Rose. But can I ask why are you talking to me about this?"" | Moira: ""I'm hoping to take my complaint to council, and I've been told you'd be the easiest one to crack."" | Ray: ""Too kind. And I'd be happy to help.""","Moira: ""Excellent!"""
"Moira: ""I'm hoping to take my complaint to council, and I've been told you'd be the easiest one to crack."" | Ray: ""Too kind. And I'd be happy to help."" | Moira: ""Excellent!""","Ray: ""But unfortunately, I'm no longer on the town council. I resigned a few weeks ago, too overwhelmed with my businesses. But uh, you're more than welcome to take it to council yourself, with my endorsement. Which won't really help, since I resigned. Um, and council wasn't too happy about it. I'm surprised you didn't hear, I talked about it extensively on my podcast."""
"Ray: ""Too kind. And I'd be happy to help."" | Moira: ""Excellent!"" | Ray: ""But unfortunately, I'm no longer on the town council. I resigned a few weeks ago, too overwhelmed with my businesses. But uh, you're more than welcome to take it to council yourself, with my endorsement. Which won't really help, since I resigned. Um, and council wasn't too happy about it. I'm surprised you didn't hear, I talked about it extensively on my podcast.""","Moira: ""I don't know how I missed that."""
"Johnny: ""David, is that you? Look at us, son, a couple of working stiffs back from the salt mines. Two men, back from the mines.""","David: ""What mines? What's that mean?"""
"Johnny: ""David, is that you? Look at us, son, a couple of working stiffs back from the salt mines. Two men, back from the mines."" | David: ""What mines? What's that mean?""","Johnny: ""It's a figure of speech."""
"Johnny: ""David, is that you? Look at us, son, a couple of working stiffs back from the salt mines. Two men, back from the mines."" | David: ""What mines? What's that mean?"" | Johnny: ""It's a figure of speech.""","David: ""Um, I don't get that."""
"David: ""What mines? What's that mean?"" | Johnny: ""It's a figure of speech."" | David: ""Um, I don't get that.""","Johnny: ""The salt mines! Back from when people mined. When miners worked in the, salt industry, they'd come home, after digging... salt. I don't know what it means!"""
