Character,Dialogue
unknown,Or maybe it's because your face looked like it tasted something sour.
unknown,"Or maybe Thank you, Ray, I get it."
unknown,"Okay, actually, I'm really not good with this."
unknown,"Okay, Stevie, you need more confidence, - because this is all you."
unknown,"Okay, I'm gonna need a minute."
unknown,"We didn't budget for that, but sure."
unknown,"Attention everyone, after much, much discussion, and a brief seance, Roland and I have decided We wanna know the sex of our baby, Moira!"
unknown,"Uh, could we hold off until I get Gwen on the phone?"
unknown,Are we really still talking about this?
unknown,"Ronnie, you don't have to stick around - if you don't want to."
unknown,"- No, no I'm in it now."
unknown,"Well, I'm not so sure I am."
unknown,"Knowing everything your great grandmother went through, I would no, I will not be held accountable for invoking a coven."
unknown,"Uh, Gwen has stopped her Pilates tape for this, so uh, can we get a move on here?"
unknown,- Or a boy.
unknown,- Perhaps it's a boy.
unknown,"- Wait, which one is it?"
unknown,"All of a sudden, expected attention has me doubting what I saw."
unknown,I barely glanced at that paper.
unknown,"No, I very clearly remember, an M and an F, just can't recall which one was circled."
unknown,"- Well, could you try?"
unknown,- It's your fault!
unknown,"You told me to keep it a secret, and that's exactly what I did, even from myself."
unknown,"Okay, well nobody panic."
unknown,Where did you put the sonogram?
unknown,And I wrote down the new combination on a sticky note.
unknown,"Perfect, so where's the sticky note?"
unknown,"Well, the sticky note, I believe, is also in the safe."
unknown,"Well that, I will admit, is my blunder."
unknown,"Gwen, you still there?"
unknown,Robert hangs up phone
unknown,Door opens and shuts
unknown,"Hey, so no presh, but the hot 10 I've given you has turned into a very hot 20."
unknown,"Yeah, I'm just a little overwhelmed right now."
unknown,"Okay, um, babe, I get it."
unknown,"You're probably thinking like, oh, is my foundation off by a shade?"
unknown,Am I wearing the wrong top?
unknown,"And the bottom line is, maybe."
unknown,- But you know what?
unknown,"So, I'm playing around with Ray, we took some shts with my hands outta my pockets, and he thinks with a little Photoshopping, they may turn out okay."
unknown,- Everything good here?
unknown,"- Um, Stevie has cold feet."
unknown,"Okay, Stevie, I know this is a little overwhelming, but if you wanna grow the business, you gotta play the game."
unknown,Maybe I don't wanna play the game.
unknown,Maybe I don't wanna grow the business.
unknown,"Okay, Stevie, as VP, and CEO of In-House publicity, growing the business is generally considered to be a good thing."
unknown,"Right, but the more we grow the business, the more money we make."
unknown,"And the more money we make, the more likely you are to take off, and then I will be left here stuck with way more responsibility than I ever asked for."
unknown,What would make you think I would walk away from this business?
unknown,Aside from the fact that your wife - talks about leaving every day?
unknown,"- Okay, sorry to jump in again, but this conversation seems like something we should have had before the photo sht."
unknown,"Stevie, whatever decisions we make, we make them together."
unknown,Nobody's gonna leave you behind.
unknown,Can I get that in writing?
unknown,We can do that.
unknown,"Okay, this is cute."
unknown,Ray should be seeing this.
unknown,You should be seeing this.
unknown,- Johnny's looking half-normal.
unknown,Low hum of patron chatter
unknown,You see what I told you?
unknown,This is all it took to get people out on a work night.
unknown,"Yup, a lot of people are shopping and drinking."
unknown,I don't even know if we need to do the open mic part.
unknown,"Oh, we need the open mic part."
unknown,"Hey, I think we're going to uh, get things started here."
unknown,- How's everybody doin'?
unknown,"Thanks so much for coming to uh, what I hope will be the first of many open mic nights here at the Rose Apothecary."
unknown,"Um, David and I are so excited you could all come."
unknown,I see everybody's loaded up on drink tickets.
unknown,"I'm going to uh, I guess I'm gonna get the party started, right after I tune up this little baby."
unknown,"Oh dear, you're awfully brave allowing your beau to indulge himself like this."
unknown,"Okay, this was not my idea."
unknown,"All right, um I would like to dedicate this song to a very special someone in my life."
unknown,"There he is, right there."
unknown,You'll let me know if I should pull the fire alarm?
unknown,"Playing ""Simply the Best"" by Tina turner"
unknown,"I call you when I need you, my heart's on fire You come to me wild and wired You come to me And give me everything I need Give me a life time of promises And a world of dreams Speak the language of love like you know what it means And it can't be wrong Take my heart and make it strong, babe 'Cause you're simply the best Better than all the rest Better than anyone Anyone I've met And I'm stuck on your heart I hang on every word you say Tear us apart Baby, I'd rather be dead In your heart I see The start of every night and every day - Moira?"
unknown,"Oh, you two, I told you I don't know."
unknown,We called the doctor.
unknown,Don't you wanna know what it is?
unknown,I'll give you three guesses.
unknown,"Moira, we're having a boy."
unknown,"A boy, I believe I told you that."
unknown,My boy right now is being serenaded by his butter-voiced beau.
unknown,"In your heart I see The start of every night and every day In your eyes I get lost, I get washed away Just as long as I'm here in your arms I can be in no better place You're simply the best Better than all the rest Better than anyone Anyone I've met Oh, you're the best Strum final cords"
unknown,"Okay, I'm so excited for you to see this."
unknown,"This would've been much more of a surprise, if I hadn't heard the construction all morning."
unknown,"Okay, Stevie, you can take the blindfold off."
unknown,"In 10 9 Okay, just take the blindfold off."
unknown,"See Stevie, we're both up there, now."
unknown,Why isn't it just Rose Motel?
unknown,The Rosebud makes it a sad stunted thing.
unknown,"Okay, it's just that Budd is Stevie's last name."
unknown,"Oh, oh that's nice then."
unknown,"Yeah, except it's Budd, with two d's, but Okay, well that would just look insane."
unknown,"Also, I didn't know that."
unknown,Can we have breakfast now?
unknown,"Oh, um, not to brag, but this re-brand got me 77 on my final marketing exam."
unknown,"Okay, have you ever gotten an A?"
unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired January 2015 to April 2020."
unknown,What are you all doing here?
unknown,We have a surprise for you.
unknown,"Judging from the looks on your faces, I don't want it."
unknown,Something arrived at the front desk for you.
unknown,It appears someone has something to celebrate.
unknown,Why would Patrick do that?
unknown,That was my first thought.
unknown,Celebrating a monthly anniversary seems a bit of a reach.
unknown,But then Alexis informed us that this is the longest relationship you've ever had!
unknown,"- Four whole months, David."
unknown,- How 'bout that?
unknown,"Okay, this is not the longest relationship I've ever had."
unknown,"I had a very intimate connection with Tony, for several years."
unknown,"She was your pen pal, David."
unknown,"She was in a penitentiary, dear."
unknown,"Well, this calls for a celebration."
unknown,"Now Roland just found a barbecue in the shed, so, I say you invite Patrick over, we fire it up, and have a good old fashioned Rose family barbecue."
unknown,"- I mean, we already have dessert."
unknown,"I mean, this would feed at least 10 people."
unknown,"Okay, first of all, no one's sharing the cookie."
unknown,"And second of all, Patrick is not being invited to a barbecue."
unknown,- Is he pulling back?
unknown,Has he asked you about an open relationship?
unknown,"Anyway, everything is fine, which is why I would rather not subject him to eating charred meat with this group of carnies."
unknown,Carnies are people too.
unknown,"David, could you just once embrace joy?"
unknown,Perhaps it's this nay-saying reticence that caused your past relationships to - Fall apart.
unknown,"- Okay, you know what?"
unknown,I think we're good here.
unknown,So you're bringing Patrick?
unknown,"Nope, Patrick's still not coming."
unknown,"Oh yeah, it's soft."
unknown,Door opens and closes
unknown,Do you have any idea what you've done?
